email_id,sender_email,subject,has_link,has_attachment,urgency_score,spelling_errors,email_length_words,is_phishing,sender_email_clean,subject_clean,sender_domain,subject_word_count
1137,tiffanybaker@gmail.com,Suspicious Login Attempt,1,1,10,4,117,1,tiffanybaker gmail com,suspicious login attempt,gmail.com,3
1138,nholland@company-secure.com,Claim Your Reward Now,0,1,7,5,110,1,nholland company secure com,claim your reward now,company-secure.com,4
1139,lindsaysutton@bankverify.net,Suspicious Login Attempt,1,0,7,9,47,1,lindsaysutton bankverify net,suspicious login attempt,bankverify.net,3
1140,hendersonbenjamin@company-secure.com,Bank Account Locked,1,1,9,7,43,1,hendersonbenjamin company secure com,bank account locked,company-secure.com,3
1141,woodanthony@company-secure.com,Suspicious Login Attempt,1,0,10,5,109,1,woodanthony company secure com,suspicious login attempt,company-secure.com,3
1142,robertchambers@bankverify.net,Claim Your Reward Now,1,1,9,8,56,1,robertchambers bankverify net,claim your reward now,bankverify.net,4
1143,kyle69@bankverify.net,Invoice Attached,0,0,1,2,82,0,kyle69 bankverify net,invoice attached,bankverify.net,2
1144,danielkoch@paypal-alert.com,Interview Schedule,0,0,3,2,190,0,danielkoch paypal alert com,interview schedule,paypal-alert.com,2
1145,gscott@company-secure.com,Weekly Newsletter,0,1,3,2,134,0,gscott company secure com,weekly newsletter,company-secure.com,2
1146,ccooper@gmail.com,Bank Account Locked,0,1,8,5,42,1,ccooper gmail com,bank account locked,gmail.com,3
1147,malik26@bankverify.net,Project Update,1,0,5,2,94,0,malik26 bankverify net,project update,bankverify.net,2
1148,brian24@gmail.com,Urgent Account Verification,1,0,8,7,60,1,brian24 gmail com,urgent account verification,gmail.com,3
1149,lauramoore@paypal-alert.com,Meeting Reminder,1,1,4,0,173,0,lauramoore paypal alert com,meeting reminder,paypal-alert.com,2
1150,ethanmurray@company-secure.com,Suspicious Login Attempt,1,0,7,7,43,1,ethanmurray company secure com,suspicious login attempt,company-secure.com,3
1151,ycantrell@paypal-alert.com,Suspicious Login Attempt,1,0,10,4,67,1,ycantrell paypal alert com,suspicious login attempt,paypal-alert.com,3
1152,jaime23@paypal-alert.com,Interview Schedule,0,0,5,2,257,0,jaime23 paypal alert com,interview schedule,paypal-alert.com,2
1153,nbeard@paypal-alert.com,Claim Your Reward Now,0,0,9,6,103,1,nbeard paypal alert com,claim your reward now,paypal-alert.com,4
1154,fisherclinton@company-secure.com,Claim Your Reward Now,1,0,7,4,24,1,fisherclinton company secure com,claim your reward now,company-secure.com,4
1155,xsmith@company-secure.com,Interview Schedule,0,0,4,0,168,0,xsmith company secure com,interview schedule,company-secure.com,2
1156,craneryan@outlook.com,Bank Account Locked,1,0,8,3,37,1,craneryan outlook com,bank account locked,outlook.com,3
1157,xblackwell@gmail.com,Your Password Will Expire,1,0,9,4,102,1,xblackwell gmail com,your password will expire,gmail.com,4
1158,leeemily@company-secure.com,Your Password Will Expire,0,1,8,7,110,1,leeemily company secure com,your password will expire,company-secure.com,4
1159,holmestimothy@gmail.com,Weekly Newsletter,1,1,5,1,162,0,holmestimothy gmail com,weekly newsletter,gmail.com,2
1160,qmaynard@gmail.com,Urgent Account Verification,1,0,9,4,24,1,qmaynard gmail com,urgent account verification,gmail.com,3
1161,youngalyssa@paypal-alert.com,Urgent Account Verification,1,0,7,8,28,1,youngalyssa paypal alert com,urgent account verification,paypal-alert.com,3
1162,aprilolson@gmail.com,Urgent Account Verification,1,0,7,4,39,1,aprilolson gmail com,urgent account verification,gmail.com,3
1163,kylewarner@outlook.com,Bank Account Locked,1,1,10,4,89,1,kylewarner outlook com,bank account locked,outlook.com,3
1164,randy28@gmail.com,Suspicious Login Attempt,1,0,10,8,83,1,randy28 gmail com,suspicious login attempt,gmail.com,3
1165,petermurphy@outlook.com,Project Update,0,0,5,1,172,0,petermurphy outlook com,project update,outlook.com,2
1166,amandaross@paypal-alert.com,Meeting Reminder,0,0,4,1,210,0,amandaross paypal alert com,meeting reminder,paypal-alert.com,2
1167,angel30@outlook.com,Invoice Attached,1,1,2,1,155,0,angel30 outlook com,invoice attached,outlook.com,2
1168,debra20@paypal-alert.com,Weekly Newsletter,1,0,2,0,92,0,debra20 paypal alert com,weekly newsletter,paypal-alert.com,2
1169,laurielee@bankverify.net,Weekly Newsletter,1,0,2,1,209,0,laurielee bankverify net,weekly newsletter,bankverify.net,2
1170,justinbrown@bankverify.net,Meeting Reminder,0,1,3,2,251,0,justinbrown bankverify net,meeting reminder,bankverify.net,2
1171,kylehatfield@outlook.com,Weekly Newsletter,0,0,2,0,249,0,kylehatfield outlook com,weekly newsletter,outlook.com,2
1172,gallen@bankverify.net,Bank Account Locked,0,0,9,4,68,1,gallen bankverify net,bank account locked,bankverify.net,3
1173,mary13@paypal-alert.com,Invoice Attached,1,0,1,0,100,0,mary13 paypal alert com,invoice attached,paypal-alert.com,2
1174,ayalaandrea@company-secure.com,Your Password Will Expire,1,0,10,8,24,1,ayalaandrea company secure com,your password will expire,company-secure.com,4
1175,rossjoseph@bankverify.net,Invoice Attached,1,0,1,2,81,0,rossjoseph bankverify net,invoice attached,bankverify.net,2
1176,brittanygonzalez@paypal-alert.com,Urgent Account Verification,1,0,7,6,60,1,brittanygonzalez paypal alert com,urgent account verification,paypal-alert.com,3
1177,dawnferguson@outlook.com,Invoice Attached,1,0,1,2,147,0,dawnferguson outlook com,invoice attached,outlook.com,2
1178,jenningsstephanie@bankverify.net,Bank Account Locked,0,1,8,4,51,1,jenningsstephanie bankverify net,bank account locked,bankverify.net,3
1179,mjames@company-secure.com,Meeting Reminder,1,0,3,1,198,0,mjames company secure com,meeting reminder,company-secure.com,2
1180,fperez@company-secure.com,Project Update,0,1,5,2,126,0,fperez company secure com,project update,company-secure.com,2
1181,ycameron@company-secure.com,Suspicious Login Attempt,1,1,9,5,53,1,ycameron company secure com,suspicious login attempt,company-secure.com,3
1182,jonathangonzales@bankverify.net,Interview Schedule,1,1,5,1,156,0,jonathangonzales bankverify net,interview schedule,bankverify.net,2
1183,adamsbrian@bankverify.net,Urgent Account Verification,1,1,9,9,120,1,adamsbrian bankverify net,urgent account verification,bankverify.net,3
1184,wpatel@bankverify.net,Your Password Will Expire,1,0,9,9,33,1,wpatel bankverify net,your password will expire,bankverify.net,4
1185,anne25@company-secure.com,Interview Schedule,1,1,4,0,117,0,anne25 company secure com,interview schedule,company-secure.com,2
1186,madeline94@company-secure.com,Your Password Will Expire,0,1,10,6,92,1,madeline94 company secure com,your password will expire,company-secure.com,4
1187,jacquelinemarshall@company-secure.com,Invoice Attached,0,0,1,2,155,0,jacquelinemarshall company secure com,invoice attached,company-secure.com,2
1188,martinmark@gmail.com,Bank Account Locked,0,1,7,10,25,1,martinmark gmail com,bank account locked,gmail.com,3
1189,kimberly49@outlook.com,Bank Account Locked,1,0,8,6,94,1,kimberly49 outlook com,bank account locked,outlook.com,3
1190,monicaflynn@company-secure.com,Project Update,1,0,5,2,136,0,monicaflynn company secure com,project update,company-secure.com,2
1191,jgreen@outlook.com,Interview Schedule,0,1,2,0,300,0,jgreen outlook com,interview schedule,outlook.com,2
1192,rollinsdonna@bankverify.net,Meeting Reminder,0,0,2,0,242,0,rollinsdonna bankverify net,meeting reminder,bankverify.net,2
1193,igreen@company-secure.com,Claim Your Reward Now,1,1,10,7,69,1,igreen company secure com,claim your reward now,company-secure.com,4
1194,halldanielle@company-secure.com,Suspicious Login Attempt,1,1,9,6,43,1,halldanielle company secure com,suspicious login attempt,company-secure.com,3
1195,kingsusan@bankverify.net,Interview Schedule,0,1,1,2,245,0,kingsusan bankverify net,interview schedule,bankverify.net,2
1196,megan66@gmail.com,Project Update,1,1,4,2,166,0,megan66 gmail com,project update,gmail.com,2
1197,jaredlewis@gmail.com,Project Update,1,0,1,1,100,0,jaredlewis gmail com,project update,gmail.com,2
1198,wongphillip@bankverify.net,Meeting Reminder,1,0,3,1,292,0,wongphillip bankverify net,meeting reminder,bankverify.net,2
1199,jamiewhite@gmail.com,Meeting Reminder,1,0,4,2,135,0,jamiewhite gmail com,meeting reminder,gmail.com,2
1200,morrisonthomas@paypal-alert.com,Claim Your Reward Now,0,0,7,4,46,1,morrisonthomas paypal alert com,claim your reward now,paypal-alert.com,4
1201,umccall@company-secure.com,Claim Your Reward Now,0,1,10,10,66,1,umccall company secure com,claim your reward now,company-secure.com,4
1202,ronaldjohnson@bankverify.net,Urgent Account Verification,1,1,9,8,47,1,ronaldjohnson bankverify net,urgent account verification,bankverify.net,3
1203,nunezlarry@bankverify.net,Interview Schedule,1,0,3,1,146,0,nunezlarry bankverify net,interview schedule,bankverify.net,2
1204,starkheidi@bankverify.net,Claim Your Reward Now,1,0,9,5,83,1,starkheidi bankverify net,claim your reward now,bankverify.net,4
1205,morasharon@bankverify.net,Meeting Reminder,1,1,2,2,254,0,morasharon bankverify net,meeting reminder,bankverify.net,2
1206,johnsonandrea@paypal-alert.com,Meeting Reminder,0,1,5,0,81,0,johnsonandrea paypal alert com,meeting reminder,paypal-alert.com,2
1207,philip48@gmail.com,Suspicious Login Attempt,1,1,10,6,85,1,philip48 gmail com,suspicious login attempt,gmail.com,3
1208,gonzalezdavid@company-secure.com,Claim Your Reward Now,1,0,7,6,118,1,gonzalezdavid company secure com,claim your reward now,company-secure.com,4
1209,zbowman@company-secure.com,Invoice Attached,0,0,3,1,169,0,zbowman company secure com,invoice attached,company-secure.com,2
1210,kaylaboyle@outlook.com,Suspicious Login Attempt,0,0,10,5,55,1,kaylaboyle outlook com,suspicious login attempt,outlook.com,3
1211,joshuawatkins@bankverify.net,Urgent Account Verification,1,1,9,7,83,1,joshuawatkins bankverify net,urgent account verification,bankverify.net,3
1212,myersdan@bankverify.net,Weekly Newsletter,1,0,2,2,194,0,myersdan bankverify net,weekly newsletter,bankverify.net,2
1213,tcole@paypal-alert.com,Interview Schedule,0,0,3,1,199,0,tcole paypal alert com,interview schedule,paypal-alert.com,2
1214,russell29@bankverify.net,Invoice Attached,1,0,3,2,211,0,russell29 bankverify net,invoice attached,bankverify.net,2
1215,jessicastephenson@outlook.com,Claim Your Reward Now,1,1,8,4,111,1,jessicastephenson outlook com,claim your reward now,outlook.com,4
1216,christophergalloway@bankverify.net,Your Password Will Expire,0,0,10,6,25,1,christophergalloway bankverify net,your password will expire,bankverify.net,4
1217,cynthiaschneider@gmail.com,Project Update,1,1,4,0,110,0,cynthiaschneider gmail com,project update,gmail.com,2
1218,jonathan46@paypal-alert.com,Suspicious Login Attempt,1,1,8,9,45,1,jonathan46 paypal alert com,suspicious login attempt,paypal-alert.com,3
1219,acostamary@bankverify.net,Claim Your Reward Now,1,1,8,5,39,1,acostamary bankverify net,claim your reward now,bankverify.net,4
1220,samanthahensley@outlook.com,Bank Account Locked,1,1,7,4,20,1,samanthahensley outlook com,bank account locked,outlook.com,3
1221,lesliesosa@outlook.com,Bank Account Locked,1,0,8,6,99,1,lesliesosa outlook com,bank account locked,outlook.com,3
1222,barbara08@paypal-alert.com,Urgent Account Verification,0,1,7,6,51,1,barbara08 paypal alert com,urgent account verification,paypal-alert.com,3
1223,sandrawilliams@company-secure.com,Urgent Account Verification,0,0,10,3,27,1,sandrawilliams company secure com,urgent account verification,company-secure.com,3
1224,kirkbrandon@outlook.com,Invoice Attached,1,1,2,0,282,0,kirkbrandon outlook com,invoice attached,outlook.com,2
1225,seancortez@paypal-alert.com,Weekly Newsletter,1,1,1,2,293,0,seancortez paypal alert com,weekly newsletter,paypal-alert.com,2
1226,anna69@gmail.com,Claim Your Reward Now,0,0,10,5,108,1,anna69 gmail com,claim your reward now,gmail.com,4
1227,annasmith@gmail.com,Bank Account Locked,1,0,9,6,29,1,annasmith gmail com,bank account locked,gmail.com,3
1228,ekennedy@gmail.com,Suspicious Login Attempt,1,1,7,5,34,1,ekennedy gmail com,suspicious login attempt,gmail.com,3
1229,qdavis@company-secure.com,Interview Schedule,1,0,1,0,165,0,qdavis company secure com,interview schedule,company-secure.com,2
1230,cruzjeremy@company-secure.com,Weekly Newsletter,0,0,5,0,283,0,cruzjeremy company secure com,weekly newsletter,company-secure.com,2
1231,ehart@outlook.com,Bank Account Locked,1,0,10,3,102,1,ehart outlook com,bank account locked,outlook.com,3
1232,ismith@company-secure.com,Suspicious Login Attempt,0,0,8,10,104,1,ismith company secure com,suspicious login attempt,company-secure.com,3
1233,robertsandrea@gmail.com,Your Password Will Expire,1,1,7,8,32,1,robertsandrea gmail com,your password will expire,gmail.com,4
1234,charlesguerrero@gmail.com,Invoice Attached,0,1,1,0,84,0,charlesguerrero gmail com,invoice attached,gmail.com,2
1235,wilsonbrent@outlook.com,Weekly Newsletter,0,0,3,2,220,0,wilsonbrent outlook com,weekly newsletter,outlook.com,2
1236,alyssasellers@paypal-alert.com,Interview Schedule,0,1,5,2,170,0,alyssasellers paypal alert com,interview schedule,paypal-alert.com,2
1237,brianahurst@paypal-alert.com,Claim Your Reward Now,1,1,10,5,109,1,brianahurst paypal alert com,claim your reward now,paypal-alert.com,4
1238,nhouse@paypal-alert.com,Meeting Reminder,0,0,4,1,257,0,nhouse paypal alert com,meeting reminder,paypal-alert.com,2
1239,annbrown@gmail.com,Weekly Newsletter,0,1,4,0,176,0,annbrown gmail com,weekly newsletter,gmail.com,2
1240,antoniorobinson@gmail.com,Your Password Will Expire,1,0,9,10,91,1,antoniorobinson gmail com,your password will expire,gmail.com,4
1241,melissa29@outlook.com,Interview Schedule,1,1,5,1,209,0,melissa29 outlook com,interview schedule,outlook.com,2
1242,david05@company-secure.com,Your Password Will Expire,1,1,9,7,59,1,david05 company secure com,your password will expire,company-secure.com,4
1243,jessicabowen@outlook.com,Bank Account Locked,1,0,9,4,75,1,jessicabowen outlook com,bank account locked,outlook.com,3
1244,patricia04@company-secure.com,Invoice Attached,0,0,4,0,104,0,patricia04 company secure com,invoice attached,company-secure.com,2
1245,sethsullivan@outlook.com,Urgent Account Verification,1,0,7,9,43,1,sethsullivan outlook com,urgent account verification,outlook.com,3
1246,michael09@outlook.com,Project Update,1,1,2,1,203,0,michael09 outlook com,project update,outlook.com,2
1247,zweaver@outlook.com,Urgent Account Verification,0,1,8,4,31,1,zweaver outlook com,urgent account verification,outlook.com,3
1248,jrogers@bankverify.net,Project Update,0,0,5,0,275,0,jrogers bankverify net,project update,bankverify.net,2
1249,hillbenjamin@paypal-alert.com,Urgent Account Verification,1,0,9,3,73,1,hillbenjamin paypal alert com,urgent account verification,paypal-alert.com,3
1250,philiprios@gmail.com,Project Update,1,0,2,2,300,0,philiprios gmail com,project update,gmail.com,2
1251,moralesmaria@paypal-alert.com,Meeting Reminder,0,0,3,2,278,0,moralesmaria paypal alert com,meeting reminder,paypal-alert.com,2
1252,aliciathomas@outlook.com,Your Password Will Expire,1,1,8,3,35,1,aliciathomas outlook com,your password will expire,outlook.com,4
1253,jennifer84@outlook.com,Your Password Will Expire,0,0,9,6,108,1,jennifer84 outlook com,your password will expire,outlook.com,4
1254,christopher25@paypal-alert.com,Urgent Account Verification,0,1,7,3,120,1,christopher25 paypal alert com,urgent account verification,paypal-alert.com,3
1255,matthewhansen@outlook.com,Claim Your Reward Now,1,0,9,7,106,1,matthewhansen outlook com,claim your reward now,outlook.com,4
1256,curtis34@outlook.com,Weekly Newsletter,0,1,4,1,298,0,curtis34 outlook com,weekly newsletter,outlook.com,2
1257,michelleswanson@company-secure.com,Bank Account Locked,0,1,10,8,76,1,michelleswanson company secure com,bank account locked,company-secure.com,3
1258,derekwilliams@gmail.com,Bank Account Locked,1,1,9,3,62,1,derekwilliams gmail com,bank account locked,gmail.com,3
1259,xnewton@bankverify.net,Weekly Newsletter,1,0,5,2,163,0,xnewton bankverify net,weekly newsletter,bankverify.net,2
1260,michael35@outlook.com,Project Update,1,1,3,1,194,0,michael35 outlook com,project update,outlook.com,2
1261,sheawayne@gmail.com,Weekly Newsletter,1,1,3,1,171,0,sheawayne gmail com,weekly newsletter,gmail.com,2
1262,joshua99@company-secure.com,Your Password Will Expire,1,1,10,4,105,1,joshua99 company secure com,your password will expire,company-secure.com,4
1263,jeffrey66@outlook.com,Interview Schedule,1,1,5,2,197,0,jeffrey66 outlook com,interview schedule,outlook.com,2
1264,michelleleonard@bankverify.net,Weekly Newsletter,1,0,1,2,186,0,michelleleonard bankverify net,weekly newsletter,bankverify.net,2
1265,tcastaneda@outlook.com,Claim Your Reward Now,1,0,10,3,102,1,tcastaneda outlook com,claim your reward now,outlook.com,4
1266,wmitchell@bankverify.net,Bank Account Locked,1,1,10,8,52,1,wmitchell bankverify net,bank account locked,bankverify.net,3
1267,zwilson@gmail.com,Suspicious Login Attempt,1,0,7,6,79,1,zwilson gmail com,suspicious login attempt,gmail.com,3
1268,ihamilton@outlook.com,Meeting Reminder,1,1,5,0,187,0,ihamilton outlook com,meeting reminder,outlook.com,2
1269,samuel95@outlook.com,Claim Your Reward Now,0,0,9,5,98,1,samuel95 outlook com,claim your reward now,outlook.com,4
1270,carrollsuzanne@gmail.com,Project Update,0,0,2,1,270,0,carrollsuzanne gmail com,project update,gmail.com,2
1271,bennettdavid@company-secure.com,Bank Account Locked,1,0,7,7,102,1,bennettdavid company secure com,bank account locked,company-secure.com,3
1272,kristenjackson@gmail.com,Meeting Reminder,1,1,2,1,157,0,kristenjackson gmail com,meeting reminder,gmail.com,2
1273,henrywest@company-secure.com,Claim Your Reward Now,1,0,7,10,110,1,henrywest company secure com,claim your reward now,company-secure.com,4
1274,codyrodriguez@outlook.com,Claim Your Reward Now,1,0,8,6,36,1,codyrodriguez outlook com,claim your reward now,outlook.com,4
1275,mjohnson@paypal-alert.com,Invoice Attached,0,1,4,0,286,0,mjohnson paypal alert com,invoice attached,paypal-alert.com,2
1276,michael71@paypal-alert.com,Bank Account Locked,1,0,9,4,45,1,michael71 paypal alert com,bank account locked,paypal-alert.com,3
1277,mollyhunt@paypal-alert.com,Interview Schedule,1,1,4,1,269,0,mollyhunt paypal alert com,interview schedule,paypal-alert.com,2
1278,haneyjames@gmail.com,Invoice Attached,1,1,2,2,118,0,haneyjames gmail com,invoice attached,gmail.com,2
1279,lisa21@outlook.com,Suspicious Login Attempt,1,0,9,9,90,1,lisa21 outlook com,suspicious login attempt,outlook.com,3
1280,serranoduane@bankverify.net,Weekly Newsletter,0,1,3,2,295,0,serranoduane bankverify net,weekly newsletter,bankverify.net,2
1281,barbaratucker@paypal-alert.com,Meeting Reminder,1,0,3,1,241,0,barbaratucker paypal alert com,meeting reminder,paypal-alert.com,2
1282,michaelferguson@company-secure.com,Project Update,1,0,5,1,247,0,michaelferguson company secure com,project update,company-secure.com,2
1283,upatterson@paypal-alert.com,Meeting Reminder,0,1,4,2,295,0,upatterson paypal alert com,meeting reminder,paypal-alert.com,2
1284,combskaren@company-secure.com,Suspicious Login Attempt,1,1,9,9,116,1,combskaren company secure com,suspicious login attempt,company-secure.com,3
1285,bobby37@paypal-alert.com,Weekly Newsletter,1,0,2,1,155,0,bobby37 paypal alert com,weekly newsletter,paypal-alert.com,2
1286,kim89@company-secure.com,Project Update,1,1,1,1,270,0,kim89 company secure com,project update,company-secure.com,2
1287,wgarcia@bankverify.net,Project Update,1,0,4,2,156,0,wgarcia bankverify net,project update,bankverify.net,2
1288,wheelerjamie@paypal-alert.com,Bank Account Locked,1,1,9,10,68,1,wheelerjamie paypal alert com,bank account locked,paypal-alert.com,3
1289,rebeccalee@paypal-alert.com,Invoice Attached,0,1,4,2,283,0,rebeccalee paypal alert com,invoice attached,paypal-alert.com,2
1290,mosescourtney@gmail.com,Invoice Attached,0,1,2,2,286,0,mosescourtney gmail com,invoice attached,gmail.com,2
1291,joneseric@company-secure.com,Project Update,1,0,1,1,300,0,joneseric company secure com,project update,company-secure.com,2
1292,daniel05@bankverify.net,Your Password Will Expire,1,0,10,5,82,1,daniel05 bankverify net,your password will expire,bankverify.net,4
1293,stevenwallace@company-secure.com,Weekly Newsletter,1,0,5,1,147,0,stevenwallace company secure com,weekly newsletter,company-secure.com,2
1294,treynolds@gmail.com,Claim Your Reward Now,1,0,9,9,71,1,treynolds gmail com,claim your reward now,gmail.com,4
1295,whitney53@gmail.com,Claim Your Reward Now,0,1,8,6,54,1,whitney53 gmail com,claim your reward now,gmail.com,4
1296,feliciathomas@gmail.com,Suspicious Login Attempt,1,1,7,6,23,1,feliciathomas gmail com,suspicious login attempt,gmail.com,3
1297,dylan40@paypal-alert.com,Meeting Reminder,1,1,1,2,245,0,dylan40 paypal alert com,meeting reminder,paypal-alert.com,2
1298,tford@company-secure.com,Bank Account Locked,0,1,8,4,84,1,tford company secure com,bank account locked,company-secure.com,3
1299,joseschwartz@paypal-alert.com,Weekly Newsletter,1,0,1,1,298,0,joseschwartz paypal alert com,weekly newsletter,paypal-alert.com,2
1300,wlopez@outlook.com,Project Update,1,1,4,2,113,0,wlopez outlook com,project update,outlook.com,2
1301,andre92@paypal-alert.com,Interview Schedule,0,0,5,2,209,0,andre92 paypal alert com,interview schedule,paypal-alert.com,2
1302,theresamoss@outlook.com,Project Update,1,0,4,1,141,0,theresamoss outlook com,project update,outlook.com,2
1303,james15@paypal-alert.com,Your Password Will Expire,1,0,7,8,30,1,james15 paypal alert com,your password will expire,paypal-alert.com,4
1304,gregoryheidi@bankverify.net,Your Password Will Expire,0,0,10,7,65,1,gregoryheidi bankverify net,your password will expire,bankverify.net,4
1305,nicolelandry@gmail.com,Weekly Newsletter,0,0,1,1,255,0,nicolelandry gmail com,weekly newsletter,gmail.com,2
1306,brookewilliams@gmail.com,Claim Your Reward Now,1,1,7,9,65,1,brookewilliams gmail com,claim your reward now,gmail.com,4
1307,jasmine28@outlook.com,Project Update,1,1,3,1,136,0,jasmine28 outlook com,project update,outlook.com,2
1308,marissawilliams@gmail.com,Weekly Newsletter,0,1,1,1,270,0,marissawilliams gmail com,weekly newsletter,gmail.com,2
1309,pjackson@outlook.com,Meeting Reminder,0,1,3,0,141,0,pjackson outlook com,meeting reminder,outlook.com,2
1310,amandasharp@bankverify.net,Meeting Reminder,0,0,2,0,98,0,amandasharp bankverify net,meeting reminder,bankverify.net,2
1311,jacobmartinez@company-secure.com,Suspicious Login Attempt,1,0,8,6,82,1,jacobmartinez company secure com,suspicious login attempt,company-secure.com,3
1312,tracyross@outlook.com,Weekly Newsletter,1,0,1,1,177,0,tracyross outlook com,weekly newsletter,outlook.com,2
1313,milesgabriel@gmail.com,Invoice Attached,0,0,4,0,246,0,milesgabriel gmail com,invoice attached,gmail.com,2
1314,jacob22@gmail.com,Meeting Reminder,0,1,1,1,192,0,jacob22 gmail com,meeting reminder,gmail.com,2
1315,william83@bankverify.net,Claim Your Reward Now,1,0,10,5,91,1,william83 bankverify net,claim your reward now,bankverify.net,4
1316,freynolds@company-secure.com,Suspicious Login Attempt,1,1,9,9,78,1,freynolds company secure com,suspicious login attempt,company-secure.com,3
1317,ronald29@bankverify.net,Suspicious Login Attempt,1,1,8,4,90,1,ronald29 bankverify net,suspicious login attempt,bankverify.net,3
1318,annhoward@outlook.com,Meeting Reminder,1,0,1,1,214,0,annhoward outlook com,meeting reminder,outlook.com,2
1319,davismargaret@company-secure.com,Project Update,0,0,5,2,222,0,davismargaret company secure com,project update,company-secure.com,2
1320,morgan34@gmail.com,Weekly Newsletter,0,1,5,0,289,0,morgan34 gmail com,weekly newsletter,gmail.com,2
1321,randy23@paypal-alert.com,Invoice Attached,1,1,2,0,139,0,randy23 paypal alert com,invoice attached,paypal-alert.com,2
1322,nicholasallen@gmail.com,Weekly Newsletter,1,0,4,2,256,0,nicholasallen gmail com,weekly newsletter,gmail.com,2
1323,anthonywolf@company-secure.com,Claim Your Reward Now,1,0,7,8,65,1,anthonywolf company secure com,claim your reward now,company-secure.com,4
1324,mdavis@paypal-alert.com,Suspicious Login Attempt,1,0,7,7,41,1,mdavis paypal alert com,suspicious login attempt,paypal-alert.com,3
1325,johnsongary@outlook.com,Meeting Reminder,0,1,1,0,96,0,johnsongary outlook com,meeting reminder,outlook.com,2
1326,emma52@gmail.com,Suspicious Login Attempt,1,0,9,10,75,1,emma52 gmail com,suspicious login attempt,gmail.com,3
1327,moyerkathy@company-secure.com,Project Update,1,0,2,1,134,0,moyerkathy company secure com,project update,company-secure.com,2
1328,briggsjessica@company-secure.com,Bank Account Locked,1,1,9,9,63,1,briggsjessica company secure com,bank account locked,company-secure.com,3
1329,brian93@outlook.com,Project Update,0,1,5,1,226,0,brian93 outlook com,project update,outlook.com,2
1330,annamarshall@company-secure.com,Weekly Newsletter,1,1,2,0,109,0,annamarshall company secure com,weekly newsletter,company-secure.com,2
1331,williamscharles@company-secure.com,Claim Your Reward Now,1,0,8,10,96,1,williamscharles company secure com,claim your reward now,company-secure.com,4
1332,tcain@company-secure.com,Project Update,1,0,3,2,104,0,tcain company secure com,project update,company-secure.com,2
1333,nkelly@gmail.com,Your Password Will Expire,1,1,7,7,113,1,nkelly gmail com,your password will expire,gmail.com,4
1334,lisa81@gmail.com,Invoice Attached,0,1,2,1,232,0,lisa81 gmail com,invoice attached,gmail.com,2
1335,greenkathleen@outlook.com,Weekly Newsletter,0,0,3,2,145,0,greenkathleen outlook com,weekly newsletter,outlook.com,2
1336,dlopez@gmail.com,Suspicious Login Attempt,0,1,10,10,91,1,dlopez gmail com,suspicious login attempt,gmail.com,3
1337,daniel83@outlook.com,Weekly Newsletter,0,1,3,1,120,0,daniel83 outlook com,weekly newsletter,outlook.com,2
1338,batespaige@paypal-alert.com,Claim Your Reward Now,1,0,7,3,92,1,batespaige paypal alert com,claim your reward now,paypal-alert.com,4
1339,scottnatasha@company-secure.com,Urgent Account Verification,0,0,7,3,87,1,scottnatasha company secure com,urgent account verification,company-secure.com,3
1340,wangapril@company-secure.com,Bank Account Locked,0,1,9,7,70,1,wangapril company secure com,bank account locked,company-secure.com,3
1341,bgordon@outlook.com,Weekly Newsletter,0,1,4,2,181,0,bgordon outlook com,weekly newsletter,outlook.com,2
1342,sarahrichard@company-secure.com,Your Password Will Expire,1,1,8,8,108,1,sarahrichard company secure com,your password will expire,company-secure.com,4
1343,michael40@paypal-alert.com,Project Update,0,0,2,1,180,0,michael40 paypal alert com,project update,paypal-alert.com,2
1344,sherrynelson@outlook.com,Claim Your Reward Now,1,0,8,9,42,1,sherrynelson outlook com,claim your reward now,outlook.com,4
1345,stacey02@bankverify.net,Weekly Newsletter,1,1,3,2,114,0,stacey02 bankverify net,weekly newsletter,bankverify.net,2
1346,jakecombs@paypal-alert.com,Interview Schedule,0,0,5,2,190,0,jakecombs paypal alert com,interview schedule,paypal-alert.com,2
1347,ryanmurray@bankverify.net,Your Password Will Expire,1,0,9,10,88,1,ryanmurray bankverify net,your password will expire,bankverify.net,4
1348,obrienlori@paypal-alert.com,Meeting Reminder,0,1,3,0,99,0,obrienlori paypal alert com,meeting reminder,paypal-alert.com,2
1349,rprice@gmail.com,Your Password Will Expire,1,0,7,10,117,1,rprice gmail com,your password will expire,gmail.com,4
1350,laurabowman@company-secure.com,Your Password Will Expire,1,1,10,3,69,1,laurabowman company secure com,your password will expire,company-secure.com,4
1351,jeremy56@outlook.com,Interview Schedule,0,1,4,1,270,0,jeremy56 outlook com,interview schedule,outlook.com,2
1352,jamesjackson@bankverify.net,Weekly Newsletter,1,1,4,2,106,0,jamesjackson bankverify net,weekly newsletter,bankverify.net,2
1353,randyparsons@gmail.com,Urgent Account Verification,0,1,10,8,70,1,randyparsons gmail com,urgent account verification,gmail.com,3
1354,ericsalinas@outlook.com,Interview Schedule,1,0,4,2,165,0,ericsalinas outlook com,interview schedule,outlook.com,2
1355,danieldavenport@bankverify.net,Your Password Will Expire,0,1,9,4,77,1,danieldavenport bankverify net,your password will expire,bankverify.net,4
